IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
131.186.59.232,2052,2052,false,NRT,Asia Pacific,Tokyo,89,0.00
132.145.120.115,2086,2086,false,NRT,Asia Pacific,Tokyo,89,0.00
132.145.126.204,2052,2052,false,NRT,Asia Pacific,Tokyo,89,0.00
150.230.204.117,2052,0,false,NRT,Asia Pacific,Tokyo,89,0.00
168.138.217.146,2087,2087,true,NRT,Asia Pacific,Tokyo,89,0.00
168.138.198.202,2096,0,true,NRT,Asia Pacific,Tokyo,89,0.00
140.238.50.99,2087,2087,true,NRT,Asia Pacific,Tokyo,89,0.00
155.248.177.90,80,0,false,NRT,Asia Pacific,Tokyo,89,0.00
158.101.139.42,2052,0,false,NRT,Asia Pacific,Tokyo,90,0.00
168.138.206.236,2096,2096,true,NRT,Asia Pacific,Tokyo,90,0.00
158.101.131.218,2086,2086,false,NRT,Asia Pacific,Tokyo,90,0.00
158.101.147.4,2052,0,false,NRT,Asia Pacific,Tokyo,90,0.00
155.248.181.4,2095,2095,false,NRT,Asia Pacific,Tokyo,90,0.00
140.238.60.71,2053,2053,true,NRT,Asia Pacific,Tokyo,90,0.00
155.248.186.182,8080,8080,false,NRT,Asia Pacific,Tokyo,90,0.00
158.101.147.4,80,80,false,NRT,Asia Pacific,Tokyo,91,0.00
152.70.106.185,2053,0,true,NRT,Asia Pacific,Tokyo,91,0.00
150.230.193.89,2052,2052,false,NRT,Asia Pacific,Tokyo,91,0.00
155.248.186.182,2095,2095,false,NRT,Asia Pacific,Tokyo,91,0.00
132.145.126.204,2086,2086,false,NRT,Asia Pacific,Tokyo,91,0.00
168.138.206.109,2053,2053,true,NRT,Asia Pacific,Tokyo,91,0.00
155.248.182.244,8880,8880,false,NRT,Asia Pacific,Tokyo,91,0.00
132.145.113.148,2086,2086,false,NRT,Asia Pacific,Tokyo,91,0.00
150.230.204.117,8080,8080,false,NRT,Asia Pacific,Tokyo,91,0.00
140.238.37.162,2083,0,true,NRT,Asia Pacific,Tokyo,92,0.00
141.147.144.14,8080,0,false,KIX,Asia Pacific,Osaka,92,0.00
158.101.146.165,8880,8880,false,NRT,Asia Pacific,Tokyo,92,0.00
132.226.5.102,8080,8080,false,NRT,Asia Pacific,Tokyo,92,0.00
155.248.176.68,2095,2095,false,NRT,Asia Pacific,Tokyo,93,0.00
132.145.117.33,2086,0,false,NRT,Asia Pacific,Tokyo,93,0.00
132.145.114.4,8880,8880,false,NRT,Asia Pacific,Tokyo,93,0.00
168.138.217.146,2083,2083,true,NRT,Asia Pacific,Tokyo,93,0.00
131.186.40.31,2086,2086,false,NRT,Asia Pacific,Tokyo,93,0.00
140.238.61.78,2083,2083,true,NRT,Asia Pacific,Tokyo,93,0.00
155.248.185.38,2095,2095,false,NRT,Asia Pacific,Tokyo,94,0.00
158.101.150.74,8080,8080,false,NRT,Asia Pacific,Tokyo,94,0.00
150.230.202.132,2052,0,false,NRT,Asia Pacific,Tokyo,94,0.00
168.138.200.8,2096,0,true,NRT,Asia Pacific,Tokyo,94,0.00
192.9.185.128,8080,0,false,SYD,Oceania,Sydney,94,0.00
152.70.106.13,2083,2083,true,NRT,Asia Pacific,Tokyo,94,0.00
132.226.5.102,2052,2052,false,NRT,Asia Pacific,Tokyo,94,0.00
158.101.140.255,8080,0,false,NRT,Asia Pacific,Tokyo,95,0.00
158.101.154.70,2052,0,false,NRT,Asia Pacific,Tokyo,95,0.00
131.186.46.75,8080,8080,false,NRT,Asia Pacific,Tokyo,95,0.00
155.248.176.68,2052,2052,false,NRT,Asia Pacific,Tokyo,96,0.00
158.180.79.112,443,0,false,ICN,Asia Pacific,Seoul,96,0.00
150.230.249.48,443,443,true,ICN,Asia Pacific,Seoul,96,0.00
140.238.58.42,8080,0,false,NRT,Asia Pacific,Tokyo,96,0.00
155.248.181.4,2052,2052,false,NRT,Asia Pacific,Tokyo,96,0.00
155.248.163.133,8080,8080,false,NRT,Asia Pacific,Tokyo,96,0.00
155.248.166.141,2095,2095,false,NRT,Asia Pacific,Tokyo,97,0.00
152.70.106.185,8443,8443,true,NRT,Asia Pacific,Tokyo,97,0.00
168.138.217.146,8443,8443,true,NRT,Asia Pacific,Tokyo,97,0.00
155.248.187.37,8080,8080,false,NRT,Asia Pacific,Tokyo,97,0.00
155.248.186.182,2052,2052,false,NRT,Asia Pacific,Tokyo,97,0.00
155.248.179.132,80,80,false,NRT,Asia Pacific,Tokyo,98,0.00
155.248.160.83,8080,8080,false,NRT,Asia Pacific,Tokyo,98,0.00
155.248.169.25,8080,8080,false,NRT,Asia Pacific,Tokyo,98,0.00
155.248.168.161,80,0,false,NRT,Asia Pacific,Tokyo,98,0.00
168.138.212.74,2053,2053,true,NRT,Asia Pacific,Tokyo,99,0.00
155.248.185.38,8080,8080,false,NRT,Asia Pacific,Tokyo,100,0.00
155.248.186.182,80,80,false,NRT,Asia Pacific,Tokyo,100,0.00
132.226.5.21,2052,2052,false,NRT,Asia Pacific,Tokyo,100,0.00
155.248.168.251,2082,2082,false,NRT,Asia Pacific,Tokyo,101,0.00
132.226.5.21,80,80,false,NRT,Asia Pacific,Tokyo,102,0.00
132.226.6.5,2086,2086,false,NRT,Asia Pacific,Tokyo,103,0.00
155.248.160.83,8880,8880,false,NRT,Asia Pacific,Tokyo,103,0.00
155.248.169.61,80,0,false,NRT,Asia Pacific,Tokyo,103,0.00
155.248.176.28,2052,2052,false,NRT,Asia Pacific,Tokyo,103,0.00
155.248.174.71,2082,2082,false,NRT,Asia Pacific,Tokyo,105,0.00
155.248.162.160,2082,2082,false,NRT,Asia Pacific,Tokyo,106,0.00
168.138.209.244,2087,0,true,NRT,Asia Pacific,Tokyo,107,0.00
64.110.110.46,443,0,true,KIX,Asia Pacific,Osaka,108,0.00
155.248.176.28,8080,8080,false,NRT,Asia Pacific,Tokyo,109,0.00
155.248.179.132,2052,2052,false,NRT,Asia Pacific,Tokyo,109,0.00
129.154.52.94,8443,8443,true,ICN,Asia Pacific,Seoul,111,0.00
138.2.122.191,443,443,true,ICN,Asia Pacific,Seoul,111,0.00
155.248.186.182,8880,8880,false,NRT,Asia Pacific,Tokyo,111,0.00
155.248.176.98,80,80,false,NRT,Asia Pacific,Tokyo,112,0.00
155.248.160.83,2095,2095,false,NRT,Asia Pacific,Tokyo,112,0.00
158.179.191.232,443,0,true,NRT,Asia Pacific,Tokyo,112,0.00
132.226.6.5,2052,2052,false,NRT,Asia Pacific,Tokyo,114,0.00
132.226.5.76,8080,8080,false,NRT,Asia Pacific,Tokyo,119,0.00
155.248.162.160,2095,0,false,NRT,Asia Pacific,Tokyo,125,0.00
155.248.169.25,2086,2086,false,NRT,Asia Pacific,Tokyo,126,0.00
132.226.5.21,2053,2053,true,NRT,Asia Pacific,Tokyo,129,0.00
132.226.5.21,8080,0,false,NRT,Asia Pacific,Tokyo,131,0.00
155.248.177.210,8880,8880,false,NRT,Asia Pacific,Tokyo,132,0.00
155.248.167.70,2086,2086,false,NRT,Asia Pacific,Tokyo,134,0.00
132.226.9.173,8080,8080,false,NRT,Asia Pacific,Tokyo,135,0.00
152.69.203.219,443,0,true,KIX,Asia Pacific,Osaka,145,0.00
132.226.221.10,443,443,true,ZRH,Europe,Zurich,147,0.00
155.248.169.71,80,0,false,NRT,Asia Pacific,Tokyo,150,0.00
132.226.5.76,2052,2052,false,NRT,Asia Pacific,Tokyo,152,0.00
168.138.202.145,2053,2053,true,NRT,Asia Pacific,Tokyo,154,0.00
152.67.67.249,443,443,true,ZRH,Europe,Zurich,156,0.00
155.248.185.38,2052,0,false,NRT,Asia Pacific,Tokyo,158,0.00
193.123.90.43,80,0,false,DXB,Middle East,Dubai,158,0.00
130.162.250.18,443,443,true,FRA,Europe,Frankfurt,159,0.00
155.248.165.169,8080,0,false,NRT,Asia Pacific,Tokyo,159,0.00
130.162.35.249,443,0,true,FRA,Europe,Frankfurt,160,0.00
141.147.11.210,443,0,true,CDG,Europe,Paris,168,0.00
144.21.59.47,443,0,true,FRA,Europe,Frankfurt,169,0.00
141.147.95.127,443,0,true,FRA,Europe,Frankfurt,171,0.00
158.179.25.28,443,0,true,MEL,Oceania,Melbourne,179,0.00
129.153.220.165,80,0,false,LAX,North America,Los Angeles,179,0.00
165.1.68.239,443,443,true,AMS,Europe,Amsterdam,180,0.00
193.123.61.196,443,0,true,FRA,Europe,Frankfurt,181,0.00
155.248.206.78,2095,0,false,SJC,North America,San Jose,181,0.00
155.248.192.45,80,0,false,SJC,North America,San Jose,182,0.00
193.123.32.230,443,0,true,FRA,Europe,Frankfurt,183,0.00
150.230.44.131,8443,0,true,SJC,North America,San Jose,187,0.00
192.9.230.211,80,0,false,SJC,North America,San Jose,187,0.00
192.9.230.95,8080,0,false,SJC,North America,San Jose,189,0.00
141.144.250.193,2095,0,false,FRA,Europe,Frankfurt,191,0.00
150.230.46.49,443,443,true,SJC,North America,San Jose,194,0.00
192.9.246.112,8443,0,true,SJC,North America,San Jose,195,0.00
132.226.6.5,80,0,false,NRT,Asia Pacific,Tokyo,195,0.00
129.159.34.113,80,0,false,SJC,North America,San Jose,197,0.00
144.24.41.146,443,443,true,LAX,North America,Los Angeles,206,0.00
155.248.205.22,80,0,false,SJC,North America,San Jose,206,0.00
129.146.243.241,443,0,true,LAX,North America,Los Angeles,207,0.00
129.146.84.236,443,443,true,LAX,North America,Los Angeles,209,0.00
158.101.24.17,443,443,true,LAX,North America,Los Angeles,215,0.00
132.226.5.21,8880,8880,false,NRT,Asia Pacific,Tokyo,220,0.00
164.152.26.70,2052,0,true,ORD,North America,Chicago,221,0.00
168.138.15.75,443,0,true,MEL,Oceania,Melbourne,226,0.00
129.80.16.248,443,0,true,IAD,North America,Ashburn,230,0.00
129.153.88.16,443,0,true,LAX,North America,Los Angeles,234,0.00
164.152.26.70,2086,0,true,ORD,North America,Chicago,280,0.00
192.18.150.121,443,443,true,YYZ,North America,Toronto,292,0.00
